epci2020;semaine_glissante;clage_65;ti
243400017;2020-10-06-2020-10-12;65;238
243500139;2020-10-06-2020-10-12;65;57.4
243700754;2020-10-06-2020-10-12;65;96.3
244200770;2020-10-06-2020-10-12;65;431.3
244400404;2020-10-06-2020-10-12;65;75.6
244500468;2020-10-06-2020-10-12;65;77.5
245400676;2020-10-06-2020-10-12;65;67.5
245900410;2020-10-06-2020-10-12;65;451.6
246300701;2020-10-06-2020-10-12;65;240.8
246700488;2020-10-06-2020-10-12;65;72.6
248300543;2020-10-06-2020-10-12;65;85.1
200023414;2020-10-07-2020-10-13;65;169.8
200030195;2020-10-07-2020-10-13;65;111.9
200039865;2020-10-07-2020-10-13;65;70.9
200040715;2020-10-07-2020-10-13;65;285.9
200046977;2020-10-07-2020-10-13;65;302.4
200054781;2020-10-07-2020-10-13;65;217.7
200054807;2020-10-07-2020-10-13;65;193.1
242100410;2020-10-07-2020-10-13;65;125.8
242900314;2020-10-07-2020-10-13;65;18.2
243100518;2020-10-07-2020-10-13;65;191.5
243300316;2020-10-07-2020-10-13;65;83.1
243400017;2020-10-07-2020-10-13;65;224.9
243500139;2020-10-07-2020-10-13;65;56.5
243700754;2020-10-07-2020-10-13;65;123.1
244200770;2020-10-07-2020-10-13;65;521.1
244400404;2020-10-07-2020-10-13;65;80.1
244500468;2020-10-07-2020-10-13;65;82.3
245400676;2020-10-07-2020-10-13;65;72.1
245900410;2020-10-07-2020-10-13;65;463.3
246300701;2020-10-07-2020-10-13;65;269.9
246700488;2020-10-07-2020-10-13;65;79.5
248300543;2020-10-07-2020-10-13;65;90.7
200023414;2020-10-08-2020-10-14;65;198
200030195;2020-10-08-2020-10-14;65;112.6
200039865;2020-10-08-2020-10-14;65;87
200040715;2020-10-08-2020-10-14;65;321.7
200046977;2020-10-08-2020-10-14;65;333.6
200054781;2020-10-08-2020-10-14;65;231
200054807;2020-10-08-2020-10-14;65;205.6
242100410;2020-10-08-2020-10-14;65;131.7
242900314;2020-10-08-2020-10-14;65;30.8
243100518;2020-10-08-2020-10-14;65;190.7
243300316;2020-10-08-2020-10-14;65;80.9
243400017;2020-10-08-2020-10-14;65;232.3
243500139;2020-10-08-2020-10-14;65;59.3
243700754;2020-10-08-2020-10-14;65;138.1
244200770;2020-10-08-2020-10-14;65;630.7
244400404;2020-10-08-2020-10-14;65;80.4
244500468;2020-10-08-2020-10-14;65;104.8
245400676;2020-10-08-2020-10-14;65;84.6
245900410;2020-10-08-2020-10-14;65;498
246300701;2020-10-08-2020-10-14;65;294.5
246700488;2020-10-08-2020-10-14;65;84.1
248300543;2020-10-08-2020-10-14;65;96.2
200023414;2020-10-09-2020-10-15;65;209.4
200030195;2020-10-09-2020-10-15;65;109.3
200039865;2020-10-09-2020-10-15;65;94
200040715;2020-10-09-2020-10-15;65;341.8
200046977;2020-10-09-2020-10-15;65;387.6
200054781;2020-10-09-2020-10-15;65;243.3
200054807;2020-10-09-2020-10-15;65;241.3
242100410;2020-10-09-2020-10-15;65;149.6
242900314;2020-10-09-2020-10-15;65;36.3
243100518;2020-10-09-2020-10-15;65;201.5
243300316;2020-10-09-2020-10-15;65;93.1
243400017;2020-10-09-2020-10-15;65;236.2
243500139;2020-10-09-2020-10-15;65;66.4
243700754;2020-10-09-2020-10-15;65;138.1
244200770;2020-10-09-2020-10-15;65;700
244400404;2020-10-09-2020-10-15;65;105
244500468;2020-10-09-2020-10-15;65;127.4
245400676;2020-10-09-2020-10-15;65;75
245900410;2020-10-09-2020-10-15;65;545.3
246300701;2020-10-09-2020-10-15;65;341.1
246700488;2020-10-09-2020-10-15;65;93.3
248300543;2020-10-09-2020-10-15;65;115
200023414;2020-10-10-2020-10-16;65;232.4
200030195;2020-10-10-2020-10-16;65;117.8
200039865;2020-10-10-2020-10-16;65;98.3
200040715;2020-10-10-2020-10-16;65;359
200046977;2020-10-10-2020-10-16;65;443
200054781;2020-10-10-2020-10-16;65;255.5
200054807;2020-10-10-2020-10-16;65;254.2
242100410;2020-10-10-2020-10-16;65;145.7
242900314;2020-10-10-2020-10-16;65;33.8
243100518;2020-10-10-2020-10-16;65;208.5
243300316;2020-10-10-2020-10-16;65;93.7
243400017;2020-10-10-2020-10-16;65;236.2
243500139;2020-10-10-2020-10-16;65;65.9
243700754;2020-10-10-2020-10-16;65;130.2
244200770;2020-10-10-2020-10-16;65;723
244400404;2020-10-10-2020-10-16;65;127.4
244500468;2020-10-10-2020-10-16;65;146.6
245400676;2020-10-10-2020-10-16;65;99.4
245900410;2020-10-10-2020-10-16;65;552.9
246300701;2020-10-10-2020-10-16;65;399.6
246700488;2020-10-10-2020-10-16;65;102
248300543;2020-10-10-2020-10-16;65;129.4
200023414;2020-10-11-2020-10-17;65;234.8
200030195;2020-10-11-2020-10-17;65;126.8
200039865;2020-10-11-2020-10-17;65;103.4
200040715;2020-10-11-2020-10-17;65;367.1
200046977;2020-10-11-2020-10-17;65;455.7
200054781;2020-10-11-2020-10-17;65;263.4
200054807;2020-10-11-2020-10-17;65;260.8
242100410;2020-10-11-2020-10-17;65;149.6
242900314;2020-10-11-2020-10-17;65;36.3
243100518;2020-10-11-2020-10-17;65;215.1
243300316;2020-10-11-2020-10-17;65;98.4
243400017;2020-10-11-2020-10-17;65;269.5
243500139;2020-10-11-2020-10-17;65;80.2
243700754;2020-10-11-2020-10-17;65;128.6
244200770;2020-10-11-2020-10-17;65;753.3
244400404;2020-10-11-2020-10-17;65;136.2
244500468;2020-10-11-2020-10-17;65;158
245400676;2020-10-11-2020-10-17;65;109.5
245900410;2020-10-11-2020-10-17;65;558
246300701;2020-10-11-2020-10-17;65;403.2
246700488;2020-10-11-2020-10-17;65;98.5
248300543;2020-10-11-2020-10-17;65;129.7
200023414;2020-10-12-2020-10-18;65;217.7
200030195;2020-10-12-2020-10-18;65;126.1
200039865;2020-10-12-2020-10-18;65;108.5
200040715;2020-10-12-2020-10-18;65;383.7
200046977;2020-10-12-2020-10-18;65;462.7
200054781;2020-10-12-2020-10-18;65;264.5
200054807;2020-10-12-2020-10-18;65;266.4
242100410;2020-10-12-2020-10-18;65;159.4
242900314;2020-10-12-2020-10-18;65;38.8
243100518;2020-10-12-2020-10-18;65;218
243300316;2020-10-12-2020-10-18;65;107.8
243400017;2020-10-12-2020-10-18;65;276.3
243500139;2020-10-12-2020-10-18;65;77.9
243700754;2020-10-12-2020-10-18;65;127.1
244200770;2020-10-12-2020-10-18;65;752.4
244400404;2020-10-12-2020-10-18;65;143.3
244500468;2020-10-12-2020-10-18;65;159.4
245400676;2020-10-12-2020-10-18;65;110.2
245900410;2020-10-12-2020-10-18;65;567.2
246300701;2020-10-12-2020-10-18;65;390.5
246700488;2020-10-12-2020-10-18;65;99.7
248300543;2020-10-12-2020-10-18;65;130.6
200023414;2020-10-13-2020-10-19;65;231
200030195;2020-10-13-2020-10-19;65;121
200039865;2020-10-13-2020-10-19;65;135.9
200040715;2020-10-13-2020-10-19;65;437.8
200046977;2020-10-13-2020-10-19;65;522
200054781;2020-10-13-2020-10-19;65;279.7
200054807;2020-10-13-2020-10-19;65;340.4
242100410;2020-10-13-2020-10-19;65;198.7
242900314;2020-10-13-2020-10-19;65;46.4
243100518;2020-10-13-2020-10-19;65;230.8
243300316;2020-10-13-2020-10-19;65;133.9
243400017;2020-10-13-2020-10-19;65;263.2
243500139;2020-10-13-2020-10-19;65;80.2
243700754;2020-10-13-2020-10-19;65;168.2
244200770;2020-10-13-2020-10-19;65;801.2
244400404;2020-10-13-2020-10-19;65;167.3
244500468;2020-10-13-2020-10-19;65;184.4
245400676;2020-10-13-2020-10-19;65;131.6
245900410;2020-10-13-2020-10-19;65;589.2
246300701;2020-10-13-2020-10-19;65;376.1
246700488;2020-10-13-2020-10-19;65;127.1
248300543;2020-10-13-2020-10-19;65;150.5
200023414;2020-10-14-2020-10-20;65;248.3
200030195;2020-10-14-2020-10-20;65;126.3
200039865;2020-10-14-2020-10-20;65;156.9
200040715;2020-10-14-2020-10-20;65;486
200046977;2020-10-14-2020-10-20;65;556.3
200054781;2020-10-14-2020-10-20;65;293.4
200054807;2020-10-14-2020-10-20;65;408.3
242100410;2020-10-14-2020-10-20;65;200.7
242900314;2020-10-14-2020-10-20;65;55.8
243100518;2020-10-14-2020-10-20;65;240.8
243300316;2020-10-14-2020-10-20;65;140.6
243400017;2020-10-14-2020-10-20;65;317.4
243500139;2020-10-14-2020-10-20;65;100.7
243700754;2020-10-14-2020-10-20;65;157.2
244200770;2020-10-14-2020-10-20;65;854.7
244400404;2020-10-14-2020-10-20;65;170.8
244500468;2020-10-14-2020-10-20;65;202.9
245400676;2020-10-14-2020-10-20;65;140.1
245900410;2020-10-14-2020-10-20;65;653.3
246300701;2020-10-14-2020-10-20;65;435.3
246700488;2020-10-14-2020-10-20;65;155.8
248300543;2020-10-14-2020-10-20;65;169.3
200023414;2020-10-15-2020-10-21;65;245.4
200030195;2020-10-15-2020-10-21;65;131.2
200039865;2020-10-15-2020-10-21;65;156.4
200040715;2020-10-15-2020-10-21;65;527.4
200046977;2020-10-15-2020-10-21;65;610.4
200054781;2020-10-15-2020-10-21;65;317.4
200054807;2020-10-15-2020-10-21;65;462.5
242100410;2020-10-15-2020-10-21;65;212.5
242900314;2020-10-15-2020-10-21;65;45.7
243100518;2020-10-15-2020-10-21;65;252.7
243300316;2020-10-15-2020-10-21;65;157.7
243400017;2020-10-15-2020-10-21;65;334.7
243500139;2020-10-15-2020-10-21;65;112.5
243700754;2020-10-15-2020-10-21;65;188.1
244200770;2020-10-15-2020-10-21;65;930.7
244400404;2020-10-15-2020-10-21;65;198
244500468;2020-10-15-2020-10-21;65;240.3
245400676;2020-10-15-2020-10-21;65;168.5
245900410;2020-10-15-2020-10-21;65;715.9
246300701;2020-10-15-2020-10-21;65;447.8
246700488;2020-10-15-2020-10-21;65;186.5
248300543;2020-10-15-2020-10-21;65;236.6
200023414;2020-10-16-2020-10-22;65;271.4
200030195;2020-10-16-2020-10-22;65;151.1
200039865;2020-10-16-2020-10-22;65;223.2
200040715;2020-10-16-2020-10-22;65;583.2
200046977;2020-10-16-2020-10-22;65;638.3
200054781;2020-10-16-2020-10-22;65;339
200054807;2020-10-16-2020-10-22;65;505.5
242100410;2020-10-16-2020-10-22;65;230.7
242900314;2020-10-16-2020-10-22;65;50.3
243100518;2020-10-16-2020-10-22;65;276.4
243300316;2020-10-16-2020-10-22;65;162.5
243400017;2020-10-16-2020-10-22;65;332.4
243500139;2020-10-16-2020-10-22;65;121.2
243700754;2020-10-16-2020-10-22;65;226.7
244200770;2020-10-16-2020-10-22;65;1056.8
244400404;2020-10-16-2020-10-22;65;208.2
244500468;2020-10-16-2020-10-22;65;276.5
245400676;2020-10-16-2020-10-22;65;219
245900410;2020-10-16-2020-10-22;65;762.2
246300701;2020-10-16-2020-10-22;65;433.6
246700488;2020-10-16-2020-10-22;65;222
248300543;2020-10-16-2020-10-22;65;278.9
200023414;2020-10-17-2020-10-23;65;275.3
200030195;2020-10-17-2020-10-23;65;179.7
200039865;2020-10-17-2020-10-23;65;270.4
200040715;2020-10-17-2020-10-23;65;670.5
200046977;2020-10-17-2020-10-23;65;659.1
200054781;2020-10-17-2020-10-23;65;354.3
200054807;2020-10-17-2020-10-23;65;563.4
242100410;2020-10-17-2020-10-23;65;272
242900314;2020-10-17-2020-10-23;65;54.9
243100518;2020-10-17-2020-10-23;65;298.6
243300316;2020-10-17-2020-10-23;65;166.1
243400017;2020-10-17-2020-10-23;65;336.4
243500139;2020-10-17-2020-10-23;65;131.6
243700754;2020-10-17-2020-10-23;65;248.9
244200770;2020-10-17-2020-10-23;65;1155.9
244400404;2020-10-17-2020-10-23;65;219.2
244500468;2020-10-17-2020-10-23;65;309.2
245400676;2020-10-17-2020-10-23;65;216.9
245900410;2020-10-17-2020-10-23;65;822.4
246300701;2020-10-17-2020-10-23;65;431.3
246700488;2020-10-17-2020-10-23;65;270.1
248300543;2020-10-17-2020-10-23;65;297.3
200023414;2020-10-18-2020-10-24;65;285.3
200030195;2020-10-18-2020-10-24;65;177
200039865;2020-10-18-2020-10-24;65;273.1
200040715;2020-10-18-2020-10-24;65;705.4
200046977;2020-10-18-2020-10-24;65;695.4
200054781;2020-10-18-2020-10-24;65;361.4
200054807;2020-10-18-2020-10-24;65;580.8
242100410;2020-10-18-2020-10-24;65;273.7
242900314;2020-10-18-2020-10-24;65;65
243100518;2020-10-18-2020-10-24;65;302.2
243300316;2020-10-18-2020-10-24;65;164.5
243400017;2020-10-18-2020-10-24;65;321
243500139;2020-10-18-2020-10-24;65;133.3
243700754;2020-10-18-2020-10-24;65;263.1
244200770;2020-10-18-2020-10-24;65;1156.9
244400404;2020-10-18-2020-10-24;65;232.2
244500468;2020-10-18-2020-10-24;65;318.5
245400676;2020-10-18-2020-10-24;65;230.8
245900410;2020-10-18-2020-10-24;65;854.8
246300701;2020-10-18-2020-10-24;65;439
246700488;2020-10-18-2020-10-24;65;296.5
248300543;2020-10-18-2020-10-24;65;316.6
200023414;2020-10-19-2020-10-25;65;307.4
200030195;2020-10-19-2020-10-25;65;179.3
200039865;2020-10-19-2020-10-25;65;283.8
200040715;2020-10-19-2020-10-25;65;699.5
200046977;2020-10-19-2020-10-25;65;699.9
200054781;2020-10-19-2020-10-25;65;365.3
200054807;2020-10-19-2020-10-25;65;584.2
242100410;2020-10-19-2020-10-25;65;293.1
242900314;2020-10-19-2020-10-25;65;62.4
243100518;2020-10-19-2020-10-25;65;309.5
243300316;2020-10-19-2020-10-25;65;157.3
243400017;2020-10-19-2020-10-25;65;328.6
243500139;2020-10-19-2020-10-25;65;139.3
243700754;2020-10-19-2020-10-25;65;267.8
244200770;2020-10-19-2020-10-25;65;1196
244400404;2020-10-19-2020-10-25;65;241
244500468;2020-10-19-2020-10-25;65;338
245400676;2020-10-19-2020-10-25;65;243.9
245900410;2020-10-19-2020-10-25;65;868.6
246300701;2020-10-19-2020-10-25;65;448.3
246700488;2020-10-19-2020-10-25;65;302.2
248300543;2020-10-19-2020-10-25;65;320
200023414;2020-10-20-2020-10-26;65;364.1
200030195;2020-10-20-2020-10-26;65;207.8
200039865;2020-10-20-2020-10-26;65;307.1
200040715;2020-10-20-2020-10-26;65;782.4
200046977;2020-10-20-2020-10-26;65;721
200054781;2020-10-20-2020-10-26;65;386.3
200054807;2020-10-20-2020-10-26;65;592.7
242100410;2020-10-20-2020-10-26;65;341
242900314;2020-10-20-2020-10-26;65;70
243100518;2020-10-20-2020-10-26;65;339.6
243300316;2020-10-20-2020-10-26;65;169.7
243400017;2020-10-20-2020-10-26;65;385.9
243500139;2020-10-20-2020-10-26;65;159.8
243700754;2020-10-20-2020-10-26;65;257.5
244200770;2020-10-20-2020-10-26;65;1264.1
244400404;2020-10-20-2020-10-26;65;288.4
244500468;2020-10-20-2020-10-26;65;416.4
245400676;2020-10-20-2020-10-26;65;276.4
245900410;2020-10-20-2020-10-26;65;911.7
246300701;2020-10-20-2020-10-26;65;507.8
246700488;2020-10-20-2020-10-26;65;374.6
248300543;2020-10-20-2020-10-26;65;356.2
200023414;2020-10-21-2020-10-27;65;378.5
200030195;2020-10-21-2020-10-27;65;223.6
200039865;2020-10-21-2020-10-27;65;319.4
200040715;2020-10-21-2020-10-27;65;887.6
200046977;2020-10-21-2020-10-27;65;754.5
200054781;2020-10-21-2020-10-27;65;400
200054807;2020-10-21-2020-10-27;65;581
242100410;2020-10-21-2020-10-27;65;454
242900314;2020-10-21-2020-10-27;65;82.6
243100518;2020-10-21-2020-10-27;65;353.6
243300316;2020-10-21-2020-10-27;65;182.2
243400017;2020-10-21-2020-10-27;65;389
243500139;2020-10-21-2020-10-27;65;172.3
243700754;2020-10-21-2020-10-27;65;252.3
244200770;2020-10-21-2020-10-27;65;1295.4
244400404;2020-10-21-2020-10-27;65;338.1
244500468;2020-10-21-2020-10-27;65;442.9
245400676;2020-10-21-2020-10-27;65;324.6
245900410;2020-10-21-2020-10-27;65;896.4
246300701;2020-10-21-2020-10-27;65;506.2
246700488;2020-10-21-2020-10-27;65;438
248300543;2020-10-21-2020-10-27;65;375.1
200023414;2020-10-22-2020-10-28;65;388.7
200030195;2020-10-22-2020-10-28;65;249.4
200039865;2020-10-22-2020-10-28;65;362.9
200040715;2020-10-22-2020-10-28;65;923.8
200046977;2020-10-22-2020-10-28;65;745.8
200054781;2020-10-22-2020-10-28;65;403.4
200054807;2020-10-22-2020-10-28;65;581.3
242100410;2020-10-22-2020-10-28;65;484.9
242900314;2020-10-22-2020-10-28;65;106.7
243100518;2020-10-22-2020-10-28;65;396.8
243300316;2020-10-22-2020-10-28;65;191
243400017;2020-10-22-2020-10-28;65;385.7
243500139;2020-10-22-2020-10-28;65;187.3
243700754;2020-10-22-2020-10-28;65;260.2
244200770;2020-10-22-2020-10-28;65;1287.3
244400404;2020-10-22-2020-10-28;65;352.4
244500468;2020-10-22-2020-10-28;65;435.3
245400676;2020-10-22-2020-10-28;65;335.7
245900410;2020-10-22-2020-10-28;65;880
246300701;2020-10-22-2020-10-28;65;535.4
246700488;2020-10-22-2020-10-28;65;461.1
248300543;2020-10-22-2020-10-28;65;341.7
200023414;2020-10-23-2020-10-29;65;408.2
200030195;2020-10-23-2020-10-29;65;246.4
200039865;2020-10-23-2020-10-29;65;361.4
200040715;2020-10-23-2020-10-29;65;951
200046977;2020-10-23-2020-10-29;65;765
200054781;2020-10-23-2020-10-29;65;404.2
200054807;2020-10-23-2020-10-29;65;550.8
242100410;2020-10-23-2020-10-29;65;481.2
242900314;2020-10-23-2020-10-29;65;111.8
243100518;2020-10-23-2020-10-29;65;390.8
243300316;2020-10-23-2020-10-29;65;190.8
243400017;2020-10-23-2020-10-29;65;440.8
243500139;2020-10-23-2020-10-29;65;213.7
243700754;2020-10-23-2020-10-29;65;234.3
244200770;2020-10-23-2020-10-29;65;1255.1
244400404;2020-10-23-2020-10-29;65;348.9
244500468;2020-10-23-2020-10-29;65;447.4
245400676;2020-10-23-2020-10-29;65;312.1
245900410;2020-10-23-2020-10-29;65;832.3
246300701;2020-10-23-2020-10-29;65;574.1
246700488;2020-10-23-2020-10-29;65;490.9
248300543;2020-10-23-2020-10-29;65;330.2
200023414;2020-10-24-2020-10-30;65;417.9
200030195;2020-10-24-2020-10-30;65;229.7
200039865;2020-10-24-2020-10-30;65;400.5
200040715;2020-10-24-2020-10-30;65;884.7
200046977;2020-10-24-2020-10-30;65;757.5
200054781;2020-10-24-2020-10-30;65;398.5
200054807;2020-10-24-2020-10-30;65;511.9
242100410;2020-10-24-2020-10-30;65;441.9
242900314;2020-10-24-2020-10-30;65;131.3
243100518;2020-10-24-2020-10-30;65;392.5
243300316;2020-10-24-2020-10-30;65;201.1
243400017;2020-10-24-2020-10-30;65;425.1
243500139;2020-10-24-2020-10-30;65;223.2
243700754;2020-10-24-2020-10-30;65;231.1
244200770;2020-10-24-2020-10-30;65;1176.9
244400404;2020-10-24-2020-10-30;65;361.1
244500468;2020-10-24-2020-10-30;65;433.9
245400676;2020-10-24-2020-10-30;65;311.9
245900410;2020-10-24-2020-10-30;65;809.5
246300701;2020-10-24-2020-10-30;65;574.6
246700488;2020-10-24-2020-10-30;65;509.4
248300543;2020-10-24-2020-10-30;65;323.4
200023414;2020-10-25-2020-10-31;65;421.3
200030195;2020-10-25-2020-10-31;65;229.4
200039865;2020-10-25-2020-10-31;65;390.7
200040715;2020-10-25-2020-10-31;65;841.8
200046977;2020-10-25-2020-10-31;65;736.1
200054781;2020-10-25-2020-10-31;65;391.2
200054807;2020-10-25-2020-10-31;65;492.7
242100410;2020-10-25-2020-10-31;65;434.3
242900314;2020-10-25-2020-10-31;65;118.7
243100518;2020-10-25-2020-10-31;65;379.7
243300316;2020-10-25-2020-10-31;65;198.7
243400017;2020-10-25-2020-10-31;65;411.9
243500139;2020-10-25-2020-10-31;65;215.9
243700754;2020-10-25-2020-10-31;65;220
244200770;2020-10-25-2020-10-31;65;1138.4
244400404;2020-10-25-2020-10-31;65;357.7
244500468;2020-10-25-2020-10-31;65;433.1
245400676;2020-10-25-2020-10-31;65;332.9
245900410;2020-10-25-2020-10-31;65;788.2
246300701;2020-10-25-2020-10-31;65;552.2
246700488;2020-10-25-2020-10-31;65;522.9
248300543;2020-10-25-2020-10-31;65;321.5
